x,u,c,target
4.4893945209924,2.0311298028701597,4.549681786267886,2.74722659602118
2.0537956421070436,1.6380472795214025,4.234442357025621,0.45084811125962554
2.24576009228636,1.0977458174275283,5.473320242862804,1.1718248226262913
4.785896497254685,1.6512555053194553,5.431271740336303,3.2903976118441336
4.5569057515158855,1.991434023665973,5.6395349370938455,2.742125069787603
2.7800052036260374,2.375075867370122,4.746475989071813,0.4676929145095646
4.85616054151679,2.8503625941817,5.674201989162764,2.3197216465944104
1.787237419777326,1.5567955260204949,4.625844659164735,0.24471668075099043
2.5992976093145588,2.1312368248306073,5.377860697444055,0.5098024796387689
1.4219186764364062,2.348261624716407,4.431615331512654,-1.0922987711377106
3.953285908052133,2.753705186652178,4.2305173454008775,1.5801608360629666
4.220653896635369,2.833345877335589,4.595921838792565,1.761970387648318
1.2002664633090414,1.4514391865573513,5.726915332232237,-0.25965012819826105
1.7977328514202777,2.816846746929011,5.748419877231725,-1.1690965964655604
2.972913643342705,2.312275544319962,5.943991114887188,0.7171235714985892
3.4762351579586266,1.4539417815718703,5.184650773475807,2.106832328395129
4.17323429954704,2.875012763635441,4.029828190597733,1.8526876721067327
3.807767124648957,2.258880600080959,5.362441416169836,1.7077994763706188
1.741519373583336,2.9161258489267916,5.656616806637617,-1.3708030752867109
3.8043774360518228,2.5801699530064757,4.722812997522794,1.4616073676346684
2.5221483697843845,1.5898545824786239,5.734092209340394,0.9703369013165672
1.8195058586342738,2.128471275795714,4.7799973339258,-0.34506322851487947
2.3690417631139042,1.8705592470533574,5.922711181356559,0.5253730022583657
1.585162714519126,1.811290903010479,4.585786182066835,-0.246141995913226
3.13088173805428,2.225041330043285,4.828526565689222,1.0206676027875283
1.0274746953062728,1.1796388943213076,5.746994253494295,-0.15547470886662634
2.7443941770435116,2.036990981630304,5.277970433560873,0.7668136085583056
1.251386040330007,2.1201010767375346,4.490718613821914,-0.9854504213174351
3.439242366700333,1.335511905278183,4.653010551559925,2.1961343984360155
3.6811379763611383,1.1999152371970383,4.488241499641817,2.574949652107618
2.8224505725928655,1.8593626519008175,4.3452932983630355,1.0655692398005194
2.105654863038747,1.5155436157847106,4.234749678522207,0.6319687124196092
2.410772744186074,2.583763285902923,5.421129423741742,-0.19677806514933177
2.4567268290649498,1.0549850289234133,5.990615420174839,1.4239972281620839
4.040912163219754,1.1650785787267626,4.286755218357577,2.9883205085463564
1.9308921731891746,1.248129344114995,4.552300465148848,0.7099690796337713
3.1837325057482673,2.877890510213636,5.279549185405669,0.3648055024385996
4.401119498891164,1.5942439342077228,4.06892295229635,3.050798386558697
1.6293363884599774,2.373761179216072,4.995804815230194,-0.8460292458824717
3.253300990514884,1.9141193997652726,4.809160175984358,1.4597913458525935
3.778230854854842,1.8195985683656442,4.969803977442629,2.104781184021373
3.703388922321348,2.8901479392703813,4.774461190587038,1.0216968795301433
3.249198151669047,2.9313045071266135,5.124330437780167,0.387567365152846
4.95344713008536,2.8235000296779633,4.9480948847859985,2.593663892220348
1.111114877056632,2.936710991420702,5.3059582053024545,-2.191943739027486
2.5711506992629407,2.1176926396187303,4.336374842828418,0.5196364901414882
4.043137469307352,1.500302882111371,4.194299663829842,2.722997987483151
2.561693132689458,1.1168169243385533,4.291098088037453,1.4964474032491664
1.4270584625345806,2.5218585966442433,5.538654363969602,-1.2296593339551714
1.8020014915281144,1.6946859669605858,5.386503020371806,0.11305669409558508
1.8355255890725792,2.098860003839463,4.301819657768497,-0.3016779040181424
1.0906285401304063,1.297969956040277,5.124459023936989,-0.21433060558392536
4.59244209965401,1.443816672128933,5.626749873710017,3.2576996154386793
2.8023722594143106,2.1774863454695614,5.8043224806900815,0.6741206647715993
2.4581946870812077,2.604482843252393,5.286906029830778,-0.1681010350522603
2.1094865563113165,2.901178669449087,5.301629597904647,-0.9458842723315088
1.439665900948556,1.5805934405563273,5.9404758140861045,-0.14619749178737673
1.5801000393805595,2.3682932468039564,5.585305163778437,-0.8703049027950202
4.83375415826603,1.6325205607396003,4.22671396455629,3.4705524221788955
3.748506206710754,1.825902156314922,4.0461244058183805,2.1544521542245167
3.197841902975846,1.7506718636883034,4.80162610594361,1.554151083227007
1.7496063204200154,1.6354525555184403,5.32569489117635,0.11994956069903752
2.2619838015812594,1.0076197323343619,5.934873351853599,1.2728431055763365
4.908157872836933,2.7310883795384564,4.6263867420926434,2.6971868404618307
2.8054675028581455,1.886297805224795,5.39637520167741,0.9810566473519905
4.486927711300163,2.184064973308245,4.460746308271624,2.6410895587344716
3.0321796113154957,2.5121360710024865,4.531691134193663,0.6248385445210117
3.609894603335314,2.6281177509725455,5.425649481424462,1.1222186301084365
4.221800137217574,1.716538171702231,5.757585701949676,2.6246199839521362
1.9895660379698015,1.31072321341901,4.7317338055333575,0.7064892238080467
3.807921245894025,1.2802340491983923,5.212122612940176,2.6075711477008827
3.8938451800229146,1.6930875257744822,5.389889437794832,2.3180941604590046
3.0064453523555166,2.043836257128908,4.940721692229957,1.0573170345979024
3.582036342918133,1.289752298412398,5.073104296960485,2.3701606310979844
1.9631394578635857,1.7518898568711054,5.5044119924047,0.22283711552135071
2.146370381746071,1.9774995313178003,5.11001204516306,0.18314004492652958
4.567843812574036,2.163958812169483,4.651232923533698,2.715694495947705
3.4394945998102004,2.8615553314916107,4.42038970607306,0.7582616250973898
3.4146118482118086,1.6983917623478897,4.330042148277092,1.8657298319831734
3.2504291711495443,2.7376198459917918,4.010677249037583,0.7017017149546644
1.6749019137286898,1.7357551034102188,5.399602015674994,-0.0642641224309224
2.0381680088417826,2.7742114769967103,5.900965388439575,-0.833950955416333
